lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER,test/loss,test/CER,test/IER,test/DER,test/SER
,5639,,46,,,,,,20.191102981567383,7.214550495147705,1.8311740159988403,11.145379066467285,,,,,
0.000837497937693071,5640,,,,,,,,,,,,,,,,
,5649,0.8451660871505737,47,,,,,,,,,,,,,,
,5699,0.7718601226806641,47,,,,,,,,,,,,,,
,5749,0.6254421472549438,47,,,,,,,,,,,,,,
,5759,,47,0.8405019044876099,23.99202537536621,7.133362770080566,2.0824103355407715,14.776251792907715,,,,,,,,,
,5759,,47,,,,,,19.898521423339844,7.34061336517334,1.7910324335098267,10.766876220703125,,,,,
0.0008291403936068863,5760,,,,,,,,,,,,,,,,
,5799,0.6498626470565796,48,,,,,,,,,,,,,,
,5849,0.5787208676338196,48,,,,,,,,,,,,,,
,5879,,48,0.8288698196411133,23.19450569152832,6.357997417449951,1.7279574871063232,15.108551025390625,,,,,,,,,
,5879,,48,,,,,,19.271156311035156,6.87970495223999,1.78908109664917,10.602370262145996,,,,,
0.0008206173691855193,5880,,,,,,,,,,,,,,,,
,5899,0.5364767909049988,49,,,,,,,,,,,,,,
,5949,0.6266841888427734,49,,,,,,,,,,,,,,
,5999,0.7145485877990723,49,,,,,,,,,,,,,,
,5999,,49,0.8745907545089722,23.105892181396484,4.297740459442139,2.9685423374176025,15.83961009979248,,,,,,,,,
,5999,,49,,,,,,18.384069442749023,6.517800807952881,1.822623610496521,10.043643951416016,,,,,
0.0008119331560284373,6000,,,,,,,,,,,,,,,,
,6049,0.8424422740936279,50,,,,,,,,,,,,,,
,6099,0.6431137919425964,50,,,,,,,,,,,,,,
,6119,,50,0.8860859870910645,24.523704528808594,6.601683616638184,2.171023368835449,15.750996589660645,,,,,,,,,
,6119,,50,,,,,,19.378931045532227,6.853407382965088,1.8610132932662964,10.664510726928711,,,,,
0.0008030921268984896,6120,,,,,,,,,,,,,,,,
,6149,0.609142541885376,51,,,,,,,,,,,,,,
,6199,0.5739767551422119,51,,,,,,,,,,,,,,
,6239,,51,0.8250654935836792,22.88435935974121,6.047851085662842,1.9273371696472168,14.909171104431152,,,,,,,,,
,6239,,51,,,,,,17.553834915161133,6.396945953369141,1.8553614616394043,9.30152702331543,,,,,
0.0007940987335200902,6240,,,,,,,,,,,,,,,,
,6249,0.6089453101158142,52,,,,,,,,,,,,,,
,6299,0.6290255784988403,52,,,,,,,,,,,,,,
,6349,0.47827446460723877,52,,,,,,,,,,,,,,
,6359,,52,0.8695823550224304,23.74833869934082,6.047851085662842,2.193176746368408,15.50731086730957,,,,,,,,,
,6359,,52,,,,,,17.031354904174805,6.075544834136963,1.8039356470108032,9.151874542236328,,,,,
0.0007849575043376416,6360,,,,,,,,,,,,,,,,
,6399,0.5233482122421265,53,,,,,,,,,,,,,,
,6449,0.5853917598724365,53,,,,,,,,,,,,,,
,6479,,53,0.8706215023994446,22.995126724243164,6.114311218261719,2.1267168521881104,14.754097938537598,,,,,,,,,
,6479,,53,,,,,,16.017948150634766,5.861869812011719,1.701167106628418,8.454911231994629,,,,,
0.000775673042235325,6480,,,,,,,,,,,,,,,,
,6499,0.5949615240097046,54,,,,,,,,,,,,,,
,6549,0.6329154372215271,54,,,,,,,,,,,,,,
,6599,0.5906577706336975,54,,,,,,,,,,,,,,
,6599,,54,0.8928103446960449,23.216659545898438,5.78201150894165,1.9937970638275146,15.440850257873535,,,,,,,,,
,6599,,54,,,,,,16.035499572753906,6.009867191314697,1.7612038850784302,8.264429092407227,,,,,
0.0007662500222194103,6600,,,,,,,,,,,,,,,,
,6649,0.580917477607727,55,,,,,,,,,,,,,,
,6699,0.5193894505500793,55,,,,,,,,,,,,,,
,6719,,55,0.8796782493591309,23.39388656616211,4.585733413696289,2.6140894889831543,16.194063186645508,,,,,,,,,
,6719,,55,,,,,,16.88286590576172,6.382715225219727,1.8067145347595215,8.693436622619629,,,,,
0.00075669318906425,6720,,,,,,,,,,,,,,,,
,6749,0.5837292075157166,56,,,,,,,,,,,,,,
,6799,0.5765711665153503,56,,,,,,,,,,,,,,
,6839,,56,0.8056541085243225,22.485599517822266,7.5542755126953125,1.3291980028152466,13.602127075195312,,,,,,,,,
,6839,,56,,,,,,15.656245231628418,5.869193077087402,1.7510910034179688,8.035961151123047,,,,,
0.0007470073549231411,6840,,,,,,,,,,,,,,,,
,6849,0.4401826560497284,57,,,,,,,,,,,,,,
,6899,0.5644277334213257,57,,,,,,,,,,,,,,
,6949,0.45324429869651794,57,,,,,,,,,,,,,,
,6959,,57,0.8693720102310181,23.770492553710938,7.266282558441162,1.5728843212127686,14.93132495880127,,,,,,,,,
,6959,,57,,,,,,14.3194580078125,5.586607456207275,1.6877926588058472,7.045058250427246,,,,,
0.0007371973969052627,6960,,,,,,,,,,,,,,,,
,6999,0.3889995813369751,58,,,,,,,,,,,,,,
,7049,0.5335568189620972,58,,,,,,,,,,,,,,
,7079,,58,0.8984812498092651,24.12494468688965,8.373948097229004,1.3291980028152466,14.421798706054688,,,,,,,,,
,7079,,58,,,,,,14.392536163330078,5.452425003051758,1.63270902633667,7.30740213394165,,,,,
0.0007272682546199035,7080,,,,,,,,,,,,,,,,
,7099,0.3792535662651062,59,,,,,,,,,,,,,,
,7149,0.4034743905067444,59,,,,,,,,,,,,,,
,7199,0.5017725229263306,59,,,,,,,,,,,,,,
,7199,,59,0.8729851841926575,21.643774032592773,4.8737263679504395,2.171023368835449,14.59902572631836,,,,,,,,,
,7199,,59,,,,,,13.882845878601074,5.479055881500244,1.7556663751602173,6.648123264312744,,,,,
0.0007172249276892202,7200,,,,,,,,,,,,,,,,
,7249,0.4253767728805542,60,,,,,,,,,,,,,,
,7299,0.4077851474285126,60,,,,,,,,,,,,,,
,7319,,60,0.8690729737281799,22.153301239013672,4.718653202056885,2.9020824432373047,14.532565116882324,,,,,,,,,
,7319,,60,,,,,,13.371106147766113,5.296436309814453,1.673783302307129,6.4008870124816895,,,,,
0.0007070724732307769,7320,,,,,,,,,,,,,,,,
,7349,0.4465874433517456,61,,,,,,,,,,,,,,
,7399,0.46543481945991516,61,,,,,,,,,,,,,,
,7439,,61,0.8655727505683899,23.659725189208984,7.465662479400635,1.0855116844177246,15.108551025390625,,,,,,,,,
,7439,,61,,,,,,12.586102485656738,5.14547872543335,1.6159695386886597,5.8246541023254395,,,,,
0.0006968160033111347,7440,,,,,,,,,,,,,,,,
,7449,0.45435208082199097,62,,,,,,,,,,,,,,
,7499,0.47410857677459717,62,,,,,,,,,,,,,,
,7549,0.443370521068573,62,,,,,,,,,,,,,,
,7559,,62,0.9162712693214417,23.6818790435791,7.487815856933594,1.3513513803482056,14.842711448669434,,,,,,,,,
,7559,,62,,,,,,12.72203254699707,5.044682025909424,1.6328332424163818,6.044516563415527,,,,,
0.0006864606823717715,7560,,,,,,,,,,,,,,,,
,7599,0.49093541502952576,63,,,,,,,,,,,,,,
,7649,0.44943660497665405,63,,,,,,,,,,,,,,
,7679,,63,0.9221010208129883,24.16925048828125,8.307487487792969,1.151971697807312,14.709792137145996,,,,,,,,,
,7679,,63,,,,,,11.859978675842285,4.979926109313965,1.5467745065689087,5.333278179168701,,,,,
0.0006760117246286306,7680,,,,,,,,,,,,,,,,
,7699,0.5203736424446106,64,,,,,,,,,,,,,,
,7749,0.4867513179779053,64,,,,,,,,,,,,,,
,7799,0.548286497592926,64,,,,,,,,,,,,,,
,7799,,64,0.8797589540481567,22.751440048217773,6.889676570892334,1.4842711687088013,14.37749195098877,,,,,,,,,
,7799,,64,,,,,,11.699466705322266,4.829311370849609,1.5722060203552246,5.297949314117432,,,,,
0.0006654743914466059,7800,,,,,,,,,,,,,,,,
,7849,0.3805900812149048,65,,,,,,,,,,,,,,
,7899,0.44848328828811646,65,,,,,,,,,,,,,,
,7919,,65,0.8717180490493774,21.887460708618164,6.025697708129883,1.7501107454299927,14.111652374267578,,,,,,,,,
,7919,,65,,,,,,11.11325454711914,4.728575229644775,1.550013780593872,4.834665298461914,,,,,
0.0006548539886902862,7920,,,,,,,,,,,,,,,,
,7949,0.4075680375099182,66,,,,,,,,,,,,,,
,7999,0.3540523052215576,66,,,,,,,,,,,,,,
,8039,,66,0.9226570725440979,23.105892181396484,6.2029242515563965,1.8830305337905884,15.019937515258789,,,,,,,,,
,8039,,66,,,,,,10.608504295349121,4.5096821784973145,1.467851996421814,4.630969524383545,,,,,
0.0006441558640522925,8040,,,,,,,,,,,,,,,,
,8049,0.4738749861717224,67,,,,,,,,,,,,,,
,8099,0.39873892068862915,67,,,,,,,,,,,,,,
,8149,0.3562379777431488,67,,,,,,,,,,,,,,
,8159,,67,0.9328751564025879,22.906513214111328,6.269383907318115,1.4621179103851318,15.175010681152344,,,,,,,,,
,8159,,67,,,,,,11.166017532348633,4.813555717468262,1.5223884582519531,4.830073356628418,,,,,
0.000633385404360554,8160,,,,,,,,,,,,,,,,
,8199,0.4037061035633087,68,,,,,,,,,,,,,,
,8249,0.3316482603549957,68,,,,,,,,,,,,,,
